245,1585,223,0,3
246,1585,224,0,3
247,1585,225,0,3
256,1585,255,1,2
258,1585,236,0,3
259,1585,237,0,3
278,1585,277,1,2
300,1585,299,1,2
322,1585,321,1,2
344,1585,343,1,2
366,1585,365,1,2
388,1585,387,1,2
410,1585,409,1,2
432,1585,431,1,2
454,1585,453,1,2
476,1585,475,1,2
498,1585,497,1,2
520,1585,519,1,2
542,1585,541,1,2
564,1585,563,1,2
586,1585,585,1,2
608,1585,607,1,2
630,1585,629,1,2
652,1585,651,1,2
674,1585,673,1,2
696,1585,695,1,2
718,1585,717,1,2
740,1585,739,1,2
762,1585,761,1,2
776,1585,798,3,0
784,1585,806,3,0
1585,1584,180,0,4
