861,1584,839,0,3
862,1584,840,0,3
863,1584,841,0,3
883,1584,861,0,3
884,1584,862,0,3
885,1584,863,0,3
905,1584,904,1,2
906,1584,905,1,2
907,1584,906,1,2
915,1584,916,2,1
937,1584,938,2,1
959,1584,960,2,1
981,1584,982,2,1
1003,1584,1004,2,1
1025,1584,1026,2,1
1047,1584,1048,2,1
1069,1584,1070,2,1
1091,1584,1092,2,1
1113,1584,1114,2,1
1135,1584,1136,2,1
1157,1584,1158,2,1
1179,1584,1180,2,1
1201,1584,1202,2,1
1223,1584,1224,2,1
1245,1584,1246,2,1
1267,1584,1268,2,1
1289,1584,1290,2,1
1370,1584,1392,3,0
1477,1584,1478,2,1
