0,1584,1,0,0
0,1585,1,0,0
1,1584,2,1,0
1,1585,2,1,0
2,1584,3,1,0
2,1585,3,1,0
3,1584,4,1,0
3,1585,4,1,0
4,1584,5,1,0
4,1585,5,1,0
5,1584,27,2,0
5,1585,1567,3,3
6,1584,28,2,0
6,1585,1585,4,0
7,1584,29,2,0
7,1585,6,0,1
8,1584,30,2,0
8,1585,7,0,1
9,1584,8,0,1
9,1585,8,0,1
10,1584,9,0,1
10,1585,9,0,1
11,1584,10,0,1
11,1585,10,0,1
12,1584,11,0,1
12,1585,11,0,1
13,1584,35,2,0
13,1585,12,0,1
14,1584,36,2,0
14,1585,13,0,1
15,1584,37,2,0
15,1585,14,0,1
16,1584,38,2,0
16,1585,15,0,1
17,1584,16,0,1
17,1585,18,1,0
18,1584,17,0,1
18,1585,19,1,0
19,1584,20,1,0
19,1585,20,1,0
20,1584,21,1,0
20,1585,21,1,0
21,1584,0,1,2
21,1585,0,1,2
22,1584,23,1,1
22,1585,23,1,1
23,1584,24,2,1
23,1585,24,2,1
24,1584,25,2,1
24,1585,25,2,1
25,1584,26,2,1
25,1585,26,2,1
26,1584,27,2,1
26,1585,27,2,1
27,1584,49,3,0
27,1585,1585,4,0
28,1584,50,3,0
28,1585,6,0,2
29,1584,51,3,0
29,1585,28,1,2
30,1584,52,3,0
30,1585,29,1,2
31,1584,30,1,2
31,1585,30,1,2
32,1584,31,1,2
32,1585,31,1,2
33,1584,32,1,2
33,1585,32,1,2
34,1584,33,1,2
34,1585,33,1,2
35,1584,57,3,0
35,1585,34,1,2
36,1584,58,3,0
36,1585,35,1,2
37,1584,59,3,0
37,1585,15,0,2
38,1584,60,3,0
38,1585,16,0,2
39,1584,38,1,2
39,1585,40,2,1
40,1584,39,1,2
40,1585,41,2,1
41,1584,42,2,1
41,1585,42,2,1
42,1584,43,2,1
42,1585,43,2,1
43,1584,22,2,3
43,1585,22,2,3
44,1584,45,1,1
44,1585,45,1,1
45,1584,46,2,1
45,1585,46,2,1
46,1584,47,2,1
46,1585,47,2,1
47,1584,48,2,1
47,1585,48,2,1
48,1584,49,2,1
48,1585,70,3,0
49,1584,71,3,0
49,1585,1585,4,0
50,1584,72,3,0
50,1585,49,1,2
51,1584,73,3,0
51,1585,50,1,2
52,1584,74,3,0
52,1585,51,1,2
53,1584,52,1,2
53,1585,52,1,2
54,1584,53,1,2
54,1585,53,1,2
55,1584,54,1,2
