8,1584,7,0,1
13,1584,12,0,1
30,1584,29,1,2
35,1584,34,1,2
52,1584,51,1,2
57,1584,56,1,2
74,1584,73,1,2
79,1584,78,1,2
96,1584,95,1,2
101,1584,100,1,2
118,1584,117,1,2
123,1584,122,1,2
140,1584,139,1,2
145,1584,144,1,2
162,1584,161,1,2
167,1584,166,1,2
184,1584,183,1,2
189,1584,188,1,2
206,1584,205,1,2
211,1584,210,1,2
228,1584,227,1,2
233,1584,232,1,2
250,1584,249,1,2
255,1584,254,1,2
272,1584,271,1,2
277,1584,276,1,2
294,1584,293,1,2
299,1584,298,1,2
316,1584,315,1,2
322,1584,344,3,0
323,1584,345,3,0
324,1584,346,3,0
338,1584,337,1,2
343,1584,342,1,2
344,1584,343,1,2
345,1584,344,1,2
346,1584,345,1,2
1306,1584,1305,1,2
1311,1584,1312,2,1
1328,1584,1327,1,2
1333,1584,1332,1,2
1334,1584,1335,2,1
1350,1584,1349,1,2
1355,1584,1354,1,2
1357,1584,1358,2,1
1372,1584,1371,1,2
1377,1584,1376,1,2
1379,1584,1380,2,1
1394,1584,1393,1,2
1399,1584,1398,1,2
1402,1584,1380,0,3
1416,1584,1415,1,2
1421,1584,1420,1,2
1424,1584,1402,0,3
1438,1584,1437,1,2
1443,1584,1442,1,2
1447,1584,1425,0,3
1460,1584,1459,1,2
1465,1584,1464,1,2
1469,1584,1447,0,3
1482,1584,1481,1,2
1487,1584,1486,1,2
1492,1584,1470,0,3
1504,1584,1503,1,2
1509,1584,1508,1,2
1526,1584,1525,1,2
1531,1584,1530,1,2
1548,1584,1547,1,2
1553,1584,1552,1,2
1570,1584,1569,1,2
1575,1584,1574,1,2
