223,1585,245,3,0
236,1585,258,3,0
237,1585,259,3,0
238,1585,260,3,0
245,1585,1585,4,0
258,1585,259,2,1
259,1585,260,2,1
267,1585,245,0,3
282,1585,260,0,3
289,1585,267,0,3
304,1585,282,0,3
311,1585,289,0,3
326,1585,304,0,3
333,1585,311,0,3
348,1585,326,0,3
355,1585,333,0,3
370,1585,348,0,3
377,1585,355,0,3
392,1585,370,0,3
399,1585,377,0,3
414,1585,392,0,3
421,1585,399,0,3
436,1585,414,0,3
443,1585,421,0,3
458,1585,436,0,3
465,1585,443,0,3
480,1585,458,0,3
487,1585,465,0,3
502,1585,480,0,3
509,1585,487,0,3
524,1585,502,0,3
531,1585,509,0,3
546,1585,524,0,3
553,1585,531,0,3
568,1585,546,0,3
575,1585,553,0,3
590,1585,568,0,3
597,1585,575,0,3
612,1585,590,0,3
619,1585,597,0,3
634,1585,612,0,3
641,1585,619,0,3
656,1585,634,0,3
663,1585,641,0,3
678,1585,656,0,3
685,1585,663,0,3
700,1585,678,0,3
707,1585,685,0,3
722,1585,700,0,3
729,1585,707,0,3
744,1585,722,0,3
751,1585,729,0,3
766,1585,744,0,3
773,1585,751,0,3
785,1585,786,2,1
788,1585,766,0,3
795,1585,773,0,3
807,1585,808,2,1
810,1585,788,0,3
817,1585,795,0,3
830,1585,808,0,3
832,1585,810,0,3
839,1585,817,0,3
852,1585,830,0,3
854,1585,832,0,3
861,1585,839,0,3
875,1585,853,0,3
876,1585,854,0,3
883,1585,861,0,3
897,1585,875,0,3
898,1585,876,0,3
905,1585,883,0,3
920,1585,898,0,3
