4,1584,26,2,0
48,1584,70,3,0
92,1584,114,3,0
136,1584,158,3,0
147,1585,169,3,0
159,1585,158,1,2
180,1584,202,3,0
191,1585,169,0,3
203,1585,202,1,2
224,1584,246,3,0
268,1584,290,3,0
279,1585,257,0,3
312,1584,334,3,0
323,1585,301,0,3
367,1585,345,0,3
400,1584,422,3,0
411,1585,389,0,3
444,1584,422,0,3
455,1585,433,0,3
488,1584,466,0,3
499,1585,477,0,3
532,1584,510,0,3
543,1585,521,0,3
576,1584,554,0,3
587,1585,565,0,3
631,1585,609,0,3
675,1584,697,3,0
675,1585,653,0,3
719,1584,741,3,0
719,1585,697,0,3
763,1584,785,3,0
763,1585,741,0,3
775,1584,774,1,2
807,1584,829,3,0
807,1585,785,0,3
928,1585,950,3,0
939,1584,917,0,3
972,1585,994,3,0
983,1584,961,0,3
1027,1584,1005,0,3
1060,1585,1082,3,0
1071,1584,1049,0,3
1104,1585,1126,3,0
1115,1584,1093,0,3
1148,1585,1170,3,0
1159,1584,1137,0,3
1192,1585,1214,3,0
1203,1584,1181,0,3
1247,1584,1225,0,3
1280,1585,1302,3,0
1291,1584,1269,0,3
1324,1585,1346,3,0
1335,1584,1313,0,3
1368,1585,1390,3,0
1379,1584,1357,0,3
1412,1585,1434,3,0
1500,1584,1522,3,0
1500,1585,1522,3,0
1534,1585,1533,1,2
1544,1584,1566,3,0
1544,1585,1522,0,3
