799,1585,798,1,2
806,1585,805,1,2
821,1585,820,1,2
828,1585,827,1,2
829,1585,830,2,1
843,1585,842,1,2
850,1585,849,1,2
865,1585,864,1,2
872,1585,871,1,2
874,1585,852,0,3
887,1585,886,1,2
894,1585,893,1,2
909,1585,908,1,2
916,1585,915,1,2
931,1585,930,1,2
938,1585,937,1,2
953,1585,952,1,2
960,1585,959,1,2
975,1585,974,1,2
982,1585,981,1,2
997,1585,996,1,2
1004,1585,1003,1,2
1019,1585,1018,1,2
1026,1585,1025,1,2
1041,1585,1040,1,2
1048,1585,1047,1,2
1063,1585,1062,1,2
1070,1585,1069,1,2
1085,1585,1084,1,2
1092,1585,1091,1,2
1107,1585,1106,1,2
1114,1585,1113,1,2
1129,1585,1128,1,2
1136,1585,1135,1,2
1151,1585,1150,1,2
1158,1585,1157,1,2
1173,1585,1172,1,2
1180,1585,1179,1,2
1195,1585,1194,1,2
1202,1585,1201,1,2
1217,1585,1216,1,2
1224,1585,1223,1,2
1239,1585,1238,1,2
1246,1585,1245,1,2
1261,1585,1260,1,2
1268,1585,1267,1,2
1283,1585,1282,1,2
1290,1585,1289,1,2
1305,1585,1304,1,2
1312,1585,1311,1,2
1327,1585,1326,1,2
1334,1585,1333,1,2
1349,1585,1348,1,2
1356,1585,1355,1,2
1371,1585,1370,1,2
1378,1585,1377,1,2
1393,1585,1392,1,2
1400,1585,1399,1,2
1415,1585,1414,1,2
1422,1585,1421,1,2
1437,1585,1436,1,2
1444,1585,1443,1,2
1445,1585,1444,1,2
1446,1585,1445,1,2
1459,1585,1458,1,2
1467,1585,1445,0,3
1468,1585,1446,0,3
1481,1585,1480,1,2
1488,1585,1487,1,2
1489,1585,1488,1,2
1490,1585,1489,1,2
