382,1584,360,0,3
388,1584,366,0,3
389,1584,367,0,3
390,1584,368,0,3
404,1584,382,0,3
410,1584,388,0,3
411,1584,389,0,3
412,1584,390,0,3
426,1584,425,1,2
432,1584,431,1,2
433,1584,432,1,2
434,1584,433,1,2
448,1584,447,1,2
454,1584,453,1,2
470,1584,469,1,2
476,1584,475,1,2
492,1584,491,1,2
498,1584,497,1,2
514,1584,513,1,2
520,1584,519,1,2
536,1584,535,1,2
542,1584,541,1,2
558,1584,557,1,2
564,1584,563,1,2
580,1584,579,1,2
586,1584,585,1,2
602,1584,601,1,2
608,1584,607,1,2
624,1584,623,1,2
630,1584,629,1,2
646,1584,645,1,2
652,1584,651,1,2
653,1584,654,2,1
668,1584,667,1,2
674,1584,673,1,2
696,1584,697,2,1
